Nom;Adresse;TÈlÈphone;Site web;Zone;Trouble cognitif lÈger;Trouble cognitif sÈvËre;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement|3;Pas díaidant, Èpuisement de líaidant|3;Maltraitance|3;Perte d'autonomie|2;Chute|2;DÈficit sensoriel gÈnants|1;Logement inadaptÈ|1;Faibles ressources Èconomiques|1;Isolement familial et gÈographique|1
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG Pole santÈ rÈpublique;105 avenue de la rÈpublique 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
EHPAD AubiËre  Les Rives d'ArtiËre (USA );8 rue Dr Georges Digue 63170 AubiËre;04 73 26 10 38;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD AubiËre  Les Rives d'ArtiËre (USA );8 rue Dr Georges Digue 63170 AubiËre;04 73 26 10 38;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Aulnat  Les ChÍnevis (USA);5 rue LÈon Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Aulnat  Les ChÍnevis (USA);5 rue LÈon Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Beaumont : Les Charmilles;385 rue du Montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Beaumont : Les Charmilles;385 rue du Montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Blanzat La Colombe (USA );37 place de la FradiËre 63112 Blanzat;04 73 77 37 77;www.lacolombe.eu;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Blanzat La Colombe (USA );37 place de la FradiËre 63112 Blanzat;04 73 77 37 77;www.lacolombe.eu;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Blanzat La Fontaine (USA);123 rue des Jonquilles 63112 Blanzat;04 73 87 42 90;www.ehpad-lafontaine-blanzat.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Blanzat La Fontaine (USA);123 rue des Jonquilles 63112 Blanzat;04 73 87 42 90;www.ehpad-lafontaine-blanzat.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD CÈbazat Centre Hospitalier Louise Michel (PASA);61 rue de Ch‚teauguay 63118 CÈbazat;04 73 75 09 35;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD CÈbazat Centre Hospitalier Louise Michel (PASA);61 rue de Ch‚teauguay 63118 CÈbazat;04 73 75 09 35;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD CÈbazat La MisÈricorde;4 rue de Verdun 63118 CÈbazat;04 73 24 28 29;www.ehpad-lamisericorde.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD CÈbazat La MisÈricorde;4 rue de Verdun 63118 CÈbazat;04 73 24 28 29;www.ehpad-lamisericorde.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Ceyrat Boivallon (USA);1 rue de la Chenaie 63122 Ceyrat;04 73 88 26 00;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Ceyrat Boivallon (USA);1 rue de la Chenaie 63122 Ceyrat;04 73 88 26 00;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Ceyrat Le Lys Blanc (PASA, USA);28 rue Vercingetorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Ceyrat Le Lys Blanc (PASA, USA);28 rue Vercingetorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD ChamaliËres Saint Joseph (USA);20 av de Villars 63400 ChamaliËres;04 73 31 94 10;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD ChamaliËres Saint Joseph (USA);20 av de Villars 63400 ChamaliËres;04 73 31 94 10;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD ChamaliËress Les Savarounes (PASA, USA);1 r du Roc Blanc 63400 ChamaliËres;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD ChamaliËress Les Savarounes (PASA, USA);1 r du Roc Blanc 63400 ChamaliËres;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Alexandre Varennes ;100 rue FontgiËve 63000 Clermont Ferrand;04 73 36 88 66;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Alexandre Varennes ;100 rue FontgiËve 63000 Clermont Ferrand;04 73 36 88 66;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Korian l'Oradou (USA);AllÈe de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Korian l'Oradou (USA);AllÈe de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont La sainte famille (USA);8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont La sainte famille (USA);8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Le Moulin (USA );11 rue saint Rames 63000 Clermont Ferrand;04 73 14 63 80;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Le Moulin (USA );11 rue saint Rames 63000 Clermont Ferrand;04 73 14 63 80;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Les Hortencias (USA);3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Les Hortencias (USA);3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Les jardins de la charme (USA);26 rue Jacques Magnier 63000 Clermont Ferrand;04 73 74 91 00;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Les jardins de la charme (USA);26 rue Jacques Magnier 63000 Clermont Ferrand;04 73 74 91 00;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Les MÈlËzes (PASA);120 rue AbbÈ PrÈvost 63100 Clermont Ferrand;04 73 36 88 47;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Les MÈlËzes (PASA);120 rue AbbÈ PrÈvost 63100 Clermont Ferrand;04 73 36 88 47;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Les Opalines;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;www.lesopalines/ehpad-clermont-ferrand.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Les Opalines;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;www.lesopalines/ehpad-clermont-ferrand.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Les Sources;11 rue saint Rames 63000 Clermont Ferrand;04 73 92 94 33;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Les Sources;11 rue saint Rames 63000 Clermont Ferrand;04 73 92 94 33;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Ma maison petites s_urs des pauvres;21 Bd Jean Baptiste Dumas 63000 Clermont Ferrand;04 73 36 06 06;www.petitessoeursdespauvres.org;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Ma maison petites s_urs des pauvres;21 Bd Jean Baptiste Dumas 63000 Clermont Ferrand;04 73 36 06 06;www.petitessoeursdespauvres.org;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont RÈsidence des 9 soleils (USA);29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;www.omeris.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont RÈsidence des 9 soleils (USA);29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;www.omeris.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont RÈsidence Renouard (USA);1 rue Renouard 63000 Clermont Ferrand;04 73 34 98 00;www.orpea.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont RÈsidence Renouard (USA);1 rue Renouard 63000 Clermont Ferrand;04 73 34 98 00;www.orpea.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Sainte ThÈrËse;33 rue Gabriel Peri 63000 Clermont Fd;04 73 43 53 53;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Sainte ThÈrËse;33 rue Gabriel Peri 63000 Clermont Fd;04 73 43 53 53;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Clermont Vent d'autan;2 all_e du Tennis 63000 Clermont Ferrand;04 73 92 94 15;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Clermont Vent d'autan;2 all_e du Tennis 63000 Clermont Ferrand;04 73 92 94 15;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Cournon Georges Sand (USA);48 Avenue de la LibertÈ, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Cournon Georges Sand (USA);48 Avenue de la LibertÈ, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Durtol rÈsidence les Oliviers (USA);11 Avenue de Clermont, 63830 Durtol;04 73 16 30 60;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Durtol rÈsidence les Oliviers (USA);11 Avenue de Clermont, 63830 Durtol;04 73 16 30 60;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Gerzat Le Maronnier blanc (USA) ;1 Rue des Marronniers, 63360 Gerzat;04 73 14 59 09;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Gerzat Le Maronnier blanc (USA) ;1 Rue des Marronniers, 63360 Gerzat;04 73 14 59 09;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Le Cendre Ambroise Croizat;5 Rue Maryse BastiÈ, 63670 Le Cendre;04 73 69 91 00;www.ehpad-ambroise-croizat.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Le Cendre Ambroise Croizat;5 Rue Maryse BastiÈ, 63670 Le Cendre;04 73 69 91 00;www.ehpad-ambroise-croizat.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Le Cendre La Croix Marine (USA);19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Le Cendre La Croix Marine (USA);19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Lempdes Louis Pasteur (PASA, USA);Rue Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Lempdes Louis Pasteur (PASA, USA);Rue Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Romagnat Les Tonnelles;3 Place FranÁois Mitterrand, 63540 Romagnat;04 73 62 73 20;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Romagnat Les Tonnelles;3 Place FranÁois Mitterrand, 63540 Romagnat;04 73 62 73 20;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Royat Castel Bristol;2 Place Allard, 63130 Royat;04 73 29 50 00;www.ehpad-castelbristol.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Royat Castel Bristol;2 Place Allard, 63130 Royat;04 73 29 50 00;www.ehpad-castelbristol.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Royat ORPEA Anatole France (USA);10 Avenue Anatole France, 63130 Royat;04 73 29 54 00;www.orpea.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Royat ORPEA Anatole France (USA);10 Avenue Anatole France, 63130 Royat;04 73 29 54 00;www.orpea.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EMT3R CHU/ Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;;https://www.chu-clermontferrand.fr/;Clermont Ferrand;1;0;1;0;0;0;0;0;1;1;1;1;0;0
EMT3R CHU/ Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;;https://www.chu-clermontferrand.fr/;Clermont Ferrand;0;1;1;0;0;0;0;0;1;0;0;1;0;0
Equipe mobile gÈriatrie CHU Clermont Ferrand;61 rue de Ch‚teauguay 63118 CÈbazat;04 73 75 08 35;www.chu-clermontferrand.fr;Clermont Ferrand;1;1;1;0;0;1;0;1;1;0;0;0;0;1
Equipe mobile gÈriatrie CHU Clermont Ferrand;61 rue de Ch‚teauguay 63118 CÈbazat;04 73 75 08 35;www.chu-clermontferrand.fr;Clermont Ferrand;1;1;0;1;0;0;0;1;0;0;0;0;0;0
ErgothÈrapeuthe Clermont ;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/ergoth_rapie;Clermont Ferrand;1;1;1;0;0;0;0;0;0;1;0;1;0;0
ErgothÈrapeuthe Clermont ;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/ergoth_rapie;Clermont Ferrand;1;1;0;1;0;0;0;0;1;1;1;1;0;0
ESA Clermont ;19 rue Georges Clemenceau 63000 Clermont Ferrand;04 73 98 07 80;www.clermontdom.fr;Clermont Ferrand;1;0;0;1;0;0;1;0;1;0;0;0;0;1
HÈbergement autonomie Beaumont Les Charmilles ;385 rue du montant 63110 BEAUMONT;04 73 26 51 49;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie ChamaliËres : Les Florances ;2 rue saint rÈmi 63400 CHAMALIERES;04 73 31 39 38;www.lesflorances.fr;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Clermont FD Alexandre Varennes ;100 rue fontgiËve 63000 Clermont Ferrand;04 73 36 88 66;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Clermont FD Marie et Marius Viple ;6 rue des gras 63000 Clermont Ferrand;04 73 75 90 20;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Clermont Fd RÈsidence des 9 soleils ;29 rue marivaux 63000 Clermont Ferrand;04 73 26 34 58;omeris.com/residences-medicalisees/residence-les-9-soleils/;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Clermont FD rÈsidence La girandiere ;42 rue du clos four  63000 Clermont Ferrand;08 00 96 99 96;www.girandieres.com/residences-seniors/auvergne-rhone-alpes/clermont-ferrand-296.html;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Clermont FD rÈsidence les villages d'or ;34 rue morel Ladeuil 63000 Clermont Ferrand;08 00 00 79 29;www.les-villages-dor.com;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Cournon : Le cornonet;4 avenue livradois 63800 COURNON D'AUVERGNE;04 73 84 89 17;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Durtol : rÈsidence les Oliviers;11 avenue de Clermont  63830 DURTOL;04 73 16 30 60;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Lempdes: les nymphÈas ;8 rue de clermont 63370 LEMPDES;04 73 61 66 02;;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
HÈbergement autonomie Perignat les sarliËves: Le castel duval ;allÈe de bonneval 63170 Perignat les sarlieves;04 15 66 02 00;www.domitys.fr;Clermont Ferrand;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement temporaire Aulnat: Les chenevis;5 rue Le?on Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Aulnat: Les chenevis;5 rue Le?on Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Beaumont Les Charmilles ;385 rue du montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Beaumont Les Charmilles ;385 rue du montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Blanzat : La colombe;37 place de la FradiËre 63112 Blanzat;04 73 77 37 77;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Blanzat : La colombe;37 place de la FradiËre 63112 Blanzat;04 73 77 37 77;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Ceyrat : Bois Vallon , Le Lys blanc ;28 rue VercingÈtorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Ceyrat : Bois Vallon , Le Lys blanc ;28 rue VercingÈtorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire ChamaliËres: Les Savarounes ;1 rue du roc blanc 63 400 Chamalières;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire ChamaliËres: Les Savarounes ;1 rue du roc blanc 63 400 ChamaliËres;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Clermont Ferrand : Korian L'Oradou ;AllÈe de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Clermont Ferrand : Korian L'Oradou ;AllÈe de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Clermont Ferrand : La sainte famille ;8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Clermont Ferrand : La sainte famille ;8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Clermont Ferrand : Les Hortenseias ;3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Clermont Ferrand : Les Hortenseias ;3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Clermont Ferrand : Les oppalines ;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Clermont Ferrand : Les oppalines ;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
Hebergement temporaire Clermont Ferrand : RÈsidence des 9 soleils ;29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
Hebergement temporaire Clermont Ferrand : RÈsidence des 9 soleils ;29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
Hebergement temporaire Clermont Ferrand : RÈsidence renouard ;29 rue Marivaux 63000 Clermont Fd;04 73 34 98 00;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
Hebergement temporaire Clermont Ferrand : RÈsidence renouard ;29 rue Marivaux 63000 Clermont Fd;04 73 34 98 00;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Cournon : George Sand ;48 Avenue de la LibertÈ, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Cournon : George Sand ;48 Avenue de la LibertÈ, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Gerzat : Le marronnier Blanc ;1 rue de smarroniers, 63360 GERZAT;04 73 14 59 09;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Gerzat : Le marronnier Blanc ;1 rue de smarroniers, 63360 GERZAT;04 73 14 59 09;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Le cendre : La croix marine;19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Le cendre : La croix marine;19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Lempdes : Louis pasteur ;4 rue Louis Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Lempdes : Louis pasteur ;4 rue Louis Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Pont du ch‚teau : les rives d'allier ;Chemin de Paulhat, 63430 Pont-du-Ch‚teau;04 73 83 44 31;www.residalya.com;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Pont du ch‚teau : les rives d'allier ;Chemin de Paulhat, 63430 Pont-du-Ch‚teau;04 73 83 44 31;www.residalya.com;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Romagnat : Les tonnelles ;3 place FranÁois Mitterrand, 63540 Romagnat;04 73 62 73 20;;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Romagnat : Les tonnelles ;3 place FranÁois Mitterrand, 63540 Romagnat;04 73 62 73 20;;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Royat Anatole France ORPEA ;10 Avenue Anatole France, 63130 Royat;04 73 29 54 00;www.orpea.com;Clermont Ferrand;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Royat Anatole France ORPEA ;10 Avenue Anatole France, 63130 Royat;04 73 29 54 00;www.orpea.com;Clermont Ferrand;1;0;0;0;1;0;1;0;1;0;1;1;0;0
IDE Clermont ;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/infirmiers-cabinets-soins-a-domicile;Clermont Ferrand;1;1;0;1;0;0;0;0;1;1;1;0;0;0
KinÈsithÈrapeuteClermont;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/kinesitherapeutes-masseurs-kinesitherapeutes;Clermont Ferrand;1;1;0;1;0;0;0;0;1;1;0;0;0;0
KinÈsithÈrapeuteClermont;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/kinesitherapeutes-masseurs-kinesitherapeutes;Clermont Ferrand;1;1;1;0;0;0;0;0;0;1;0;0;0;0
MAIA Clermont;13 Rue Berteaux, 63000 Clermont-Ferrand;04 73 15 01 90;https://clic-agglo-clermont.fr;Clermont Ferrand;1;0;0;1;0;0;1;1;1;0;0;1;1;1
