Nom;Adresse;Téléphone;Site web;Zone;Trouble cognitif léger;Trouble cognitif sévère;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement 3;Pas d'aidant, Epuisement de l'aidant 3;Maltraitance 3;Perte d'autonomie 2;Chute 2;Déficit sensoriel génants|1;Logement inadapté|1;Faibles ressources économiques|1;Isolement familial et géographique|1;Couleurs
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG hôpital privé Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG hôpital privé Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG hôpital privé Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG hôpital privé Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG Issoire Centre Hospitalier Paul Ardier ;13 rue du Docteur Sauvat 63500 Issoire;04 73  89 72 72;www.ch-issoire.com;Issoire;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Pole santé république;105 avenue de la république 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG Pole santé république;105 avenue de la république 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Pole santé république;105 avenue de la république 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG Pole santé république;105 avenue de la république 63100 Clermont Ferrand;08 26 30 44 99;www.elsan.care/fr/pole-sante-republique;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
EHPAD Aigueperse  Serge Bayle (PASA, USA);2 bd de l'hopital 63001 Aigueperse;04 73 64 40 00;www.mr-aigueperse.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Aigueperse  Serge Bayle (PASA, USA);2 bd de l'hopital 63001 Aigueperse;04 73 64 40 00;www.mr-aigueperse.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ambert  Centre Hospitalier Pre-Bayle (USA);rue Anna Roddier 63600 Ambert;04 73 82 73 82;;Ambert;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ambert  Centre Hospitalier Pre-Bayle (USA);rue Anna Roddier 63600 Ambert;04 73 82 73 82;;Ambert;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ambert Vimal Chabrier (PASA);17 av du MarÈchal Foch 63600 Ambert;04 73 82 71 84;;Ambert;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ambert Vimal Chabrier (PASA);17 av du MarÈchal Foch 63600 Ambert;04 73 82 71 84;;Ambert;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ardes sur couzes  la roseraie (USA);teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ardes sur couzes  la roseraie (USA);teyde 63420 Ardes sur Couze;04 73 71 83 54;www.ehpad-ardes.fr;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Arlanc Maison de retraite d'Arlanc;13 place de l'Ouche 63220 Arlanc;04 73 95 88 88;;Ambert;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Arlanc Maison de retraite d'Arlanc;13 place de l'Ouche 63220 Arlanc;04 73 95 88 88;;Ambert;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Aubière  Les Rives d'Artière (USA );8 rue Dr Georges Digue 63170 Aubière;04 73 26 10 38;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Aubière  Les Rives d'Artière (USA );8 rue Dr Georges Digue 63170 Aubière;04 73 26 10 38;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Aulnat  Les Chênevis (USA);5 rue Léon Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Aulnat  Les Chênevis (USA);5 rue Léon Maniez 63510 Aulnat;04 73 73 47 30;www.ehpad-leschenevis-aulnat.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Beaumont : Les Charmilles;385 rue du Montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Beaumont : Les Charmilles;385 rue du Montant 63110 Beaumont;04 73 26 51 49;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Beauregard L'Evèque  Résidence Gautier;56 place du Coudert 63116 Beauregard L'Evèque;04 73 68 02 83;www.ehpad-gautier.com;Billom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Beauregard L'Evèque  Résidence Gautier;56 place du Coudert 63116 Beauregard L'EvÍque;04 73 68 02 83;www.ehpad-gautier.com;Billom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Besse Saint Anastaise La Couze Pavin (USA);17 rue Près de la Ville 63610 Besse Saint Anastaise;04 73 79 55 40;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Besse Saint Anastaise La Couze Pavin (USA);17 rue Près de la Ville 63610 Besse Saint Anastaise;04 73 79 55 40;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Billom CH Billom;3 bd St Roch 63160 Billom;04 73 60 48 40 ;www.hl-billom.fr;Billom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Billom CH Billom;3 bd St Roch 63160 Billom;04 73 60 48 40 ;www.hl-billom.fr;Billom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Billom La miséricorde (USA);4 rue de l'Èvêché 63160 Billom;04 73 73 36 00;www.ehpad-lamisericorde.com;Billom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Billom La miséricorde (USA);4 rue de l'Èvêché 63160 Billom;04 73 73 36 00;www.ehpad-lamisericorde.com;Billom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Blanzat La Colombe (USA );37 place de la Fradière 63112 Blanzat;04 73 77 37 77;www.lacolombe.eu;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Blanzat La Colombe (USA );37 place de la Fradière 63112 Blanzat;04 73 77 37 77;www.lacolombe.eu;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Blanzat La Fontaine (USA);123 rue des Jonquilles 63112 Blanzat;04 73 87 42 90;www.ehpad-lafontaine-blanzat.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Blanzat La Fontaine (USA);123 rue des Jonquilles 63112 Blanzat;04 73 87 42 90;www.ehpad-lafontaine-blanzat.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Bourg Lastic Les Bruyères;3 allée Marcel Pagnol 63760 Bourg Lastic;04 73 21 86 66;www.bourg-lastic.fr/ehpad.html;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Bourg Lastic Les Bruyères;3 allée Marcel Pagnol 63760 Bourg Lastic;04 73 21 86 66;www.bourg-lastic.fr/ehpad.html;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Brassac les Mines: Les Vallons Fleuris;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Brassac les Mines: Les Vallons Fleuris;2 av Charles de Gaulle 63570 Brassac les Mines;04 73 54 52 52;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Cébazat Centre Hospitalier Louise Michel (PASA);61 rue de Châteauguay 63118 Cébazat;04 73 75 09 35;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Cébazat Centre Hospitalier Louise Michel (PASA);61 rue de Châteauguay 63118 Cébazat;04 73 75 09 35;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Cébazat La Miséricorde;4 rue de Verdun 63118 Cébazat;04 73 24 28 29;www.ehpad-lamisericorde.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Cébazat La Miséricorde;4 rue de Verdun 63118 Cébazat;04 73 24 28 29;www.ehpad-lamisericorde.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ceyrat Boivallon (USA);1 rue de la Chenaie 63122 Ceyrat;04 73 88 26 00;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ceyrat Boivallon (USA);1 rue de la Chenaie 63122 Ceyrat;04 73 88 26 00;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ceyrat Le Lys Blanc (PASA, USA);28 rue Vercingetorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ceyrat Le Lys Blanc (PASA, USA);28 rue Vercingetorix 63122 Ceyrat;04 73 61 54 54;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Chabreloche : Residence Chandalon;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Chabreloche : Residence Chandalon;route d'Arconsat 63250 Chabreloche;04 73 94 49 30;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Chamalières Les Savarounes (PASA, USA);1 r du Roc Blanc 63400 Chamalières;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Chamalières Les Savarounes (PASA, USA);1 r du Roc Blanc 63400 Chamalières;04 73 31 76 00;www.ehpad-les-savarounes.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Chamalières Saint Joseph (USA);20 av de Villars 63400 Chamalières;04 73 31 94 10;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Chamalières Saint Joseph (USA);20 av de Villars 63400 Chamalières;04 73 31 94 10;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Champeix : Les campellis (USA);route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Champeix : Les campellis (USA);route de clemensat 63320 CHAMPEIX;04 73 54 55 70;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Charensat : Les mésanges bleues;Le bourg 63640 Charensat;04 73 52 24 83;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Charensat : Les mésanges bleues;Le bourg 63640 Charensat;04 73 52 24 83;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Chatel Guyon : Les candelies (USA);49 Rue Antoine Faucher, 63140 Châtel-Guyon;04 73 86 04 38;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Chatel Guyon : Les candelies (USA);49 Rue Antoine Faucher, 63140 Châtel-Guyon;04 73 86 04 38;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Alexandre Varennes ;100 rue Fontgiève 63000 Clermont Ferrand;04 73 36 88 66;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Alexandre Varennes ;100 rue Fontgiève 63000 Clermont Ferrand;04 73 36 88 66;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Korian l'Oradou (USA);Allée de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Korian l'Oradou (USA);Allée de Beaulieu 63000 Clermont Ferrand;04 73 74 46 46;www.korian.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont La sainte famille (USA);8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont La sainte famille (USA);8 rue Claussmann 63000 Clermont Ferrand;04 73 92 36 44;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Le Moulin (USA );11 rue saint Rames 63000 Clermont Ferrand;04 73 14 63 80;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Le Moulin (USA );11 rue saint Rames 63000 Clermont Ferrand;04 73 14 63 80;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Les Hortencias (USA);3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Les Hortencias (USA);3 rue Berteaux 63000 Clermont Fd;04 73 23 67 50;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Les jardins de la charme (USA);26 rue Jacques Magnier 63000 Clermont Ferrand;04 73 74 91 00;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Les jardins de la charme (USA);26 rue Jacques Magnier 63000 Clermont Ferrand;04 73 74 91 00;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Les Mélèzes (PASA);120 rue Abbé Prévost 63100 Clermont Ferrand;04 73 36 88 47;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Les Mélèzes (PASA);120 rue Abbé Prévost 63100 Clermont Ferrand;04 73 36 88 47;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Les Opalines;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;www.lesopalines/ehpad-clermont-ferrand.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Les Opalines;7 rue Giscard de la Tour Fondue 63000 Clermont Fd;04 73 17 08 00;www.lesopalines/ehpad-clermont-ferrand.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Les Sources;11 rue saint Rames 63000 Clermont Ferrand;04 73 92 94 33;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Les Sources;11 rue saint Rames 63000 Clermont Ferrand;04 73 92 94 33;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Ma maison petites soeurs des pauvres;21 Bd Jean Baptiste Dumas 63000 Clermont Ferrand;04 73 36 06 06;www.petitessoeursdespauvres.org;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Ma maison petites soeurs des pauvres;21 Bd Jean Baptiste Dumas 63000 Clermont Ferrand;04 73 36 06 06;www.petitessoeursdespauvres.org;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Résidence des 9 soleils (USA);29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;www.omeris.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Résidence des 9 soleils (USA);29 rue Marivaux 63000 Clermont Fd;04 73 26 34 58;www.omeris.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Résidence Renouard (USA);1 rue Renouard 63000 Clermont Ferrand;04 73 34 98 00;www.orpea.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Résidence Renouard (USA);1 rue Renouard 63000 Clermont Ferrand;04 73 34 98 00;www.orpea.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Sainte Thérèse;33 rue Gabriel Peri 63000 Clermont Fd;04 73 43 53 53;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Sainte Thérèse;33 rue Gabriel Peri 63000 Clermont Fd;04 73 43 53 53;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Clermont Vent d'autan;2 allée du Tennis 63000 Clermont Ferrand;04 73 92 94 15;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Clermont Vent d'autan;2 allée du Tennis 63000 Clermont Ferrand;04 73 92 94 15;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Combronde Les orchis;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Combronde Les orchis;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Cournon Georges Sand (USA);48 Avenue de la Liberté, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Cournon Georges Sand (USA);48 Avenue de la Liberté, 63800 Cournon-d'Auvergne;04 73 77 29 30;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Courpière Les papillons d'or (PASA, USA);Avenue de Thiers, 63120 Courpière;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Courpière Les papillons d'or (PASA, USA);Avenue de Thiers, 63120 Courpière;04 73 53 29 60;www.ehpadlespapillonsdor.com;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Culhat Groisne Constance (PASA);Rue Mairie, 63350 Culhat;04 73 70 23 55;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Culhat Groisne Constance (PASA);Rue Mairie, 63350 Culhat;04 73 70 23 55;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Cunlhat Milles sourires (PASA);4 Quartier Lamothe, 63590 Cunlhat;04 73 72 70 00;www.ehpadmillesourires.fr;Ambert;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Cunlhat Milles sourires (PASA);4 Quartier Lamothe, 63590 Cunlhat;04 73 72 70 00;www.ehpadmillesourires.fr;Ambert;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Durtol résidence les Oliviers (USA);11 Avenue de Clermont, 63830 Durtol;04 73 16 30 60;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Durtol résidence les Oliviers (USA);11 Avenue de Clermont, 63830 Durtol;04 73 16 30 60;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Effiat;31 Rue Antoine Coiffier, 63260 Effiat;04 73 63 64 12;www.maisonderetraite-effiat.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Effiat;31 Rue Antoine Coiffier, 63260 Effiat;04 73 63 64 12;www.maisonderetraite-effiat.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Ennezat Le bosquet;8 Rue du Moulin, 63720 Ennezat;04 73 63 81 64;www.ehpad-lebosquet.fr;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Ennezat Le bosquet;8 Rue du Moulin, 63720 Ennezat;04 73 63 81 64;www.ehpad-lebosquet.fr;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Gerzat Le Maronnier blanc (USA) ;1 Rue des Marronniers, 63360 Gerzat;04 73 14 59 09;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Gerzat Le Maronnier blanc (USA) ;1 Rue des Marronniers, 63360 Gerzat;04 73 14 59 09;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Giat;1 Allée René Pabiot, 63620 Giat;04 73 21 77 41;www.ehpad-giat.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Giat;1 Allée René Pabiot, 63620 Giat;04 73 21 77 41;www.ehpad-giat.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Issoire CH Paul Ardier;13 rue du Docteur Sauvat 63500 Issoire;04 73 89 72 72;;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Issoire CH Paul Ardier;13 rue du Docteur Sauvat 63500 Issoire;04 73 89 72 72;;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Issoire La Providence;9 Rue de la Safournière, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Issoire La Providence;9 Rue de la Safournière, 63500 Issoire;04 73 89 19 81;www.ehpad-laprovidence-issoire.com;Issoire;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Jobe Les Versannes (USA);Aérium, 63990 Job;04 73 82 78 30;;Ambert;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Jobe Les Versannes (USA);Aérium, 63990 Job;04 73 82 78 30;;Ambert;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD La Monnerie le Montel Le Chatilles (USA);1 Rue du Montel, 63650 La Monnerie-le-Montel;09 62 36 14 30;;Thiers;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD La Monnerie le Montel Le Chatilles (USA);1 Rue du Montel, 63650 La Monnerie-le-Montel;09 62 36 14 30;;Thiers;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD La Roche Blanche Les rives d'Ithaque (USA);9 Chemin de la Prairie, 63670 La Roche-Blanche;04 43 11 03 03;;Billom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD La Roche Blanche Les rives d'Ithaque (USA);9 Chemin de la Prairie, 63670 La Roche-Blanche;04 43 11 03 03;;Billom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD La Tour d'Auvergne Le Grand Megnaud;18 Le Mont-Dore, 63680 La Tour-d'Auvergne;04 73 21 52 17;;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD La Tour d'Auvergne Le Grand Megnaud;18 Le Mont-Dore, 63680 La Tour-d'Auvergne;04 73 21 52 17;;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Le Cendre Ambroise Croizat;5 Rue Maryse Bastié, 63670 Le Cendre;04 73 69 91 00;www.ehpad-ambroise-croizat.com;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Le Cendre Ambroise Croizat;5 Rue Maryse Bastié, 63670 Le Cendre;04 73 69 91 00;www.ehpad-ambroise-croizat.com;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Le Cendre La Croix Marine (USA);19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Le Cendre La Croix Marine (USA);19 Avenue du Puy Marmant, 63670 Le Cendre;04 73 84 03 91;www.croixmarine.fr;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Le Mont Dore Saint Paul;5 Place Charles de Gaulle, 63240 Le Mont-Dore;04 73 65 33 33;;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Le Mont Dore Saint Paul;5 Place Charles de Gaulle, 63240 Le Mont-Dore;04 73 65 33 33;;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Lempdes Louis Pasteur (PASA, USA);Rue Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Lempdes Louis Pasteur (PASA, USA);Rue Pasteur 63370 Lempdes;04 63 66 08 37;;Clermont Ferrand;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Les Ancizes Comps;Rue de la Liberté 63770 Les Ancizes-Comps;04 73 86 81 59;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Les Ancizes Comps;Rue de la Liberté 63770 Les Ancizes-Comps;04 73 86 81 59;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
EHPAD Les Martres de Veyre : Résidence Jolivet (USA);70 Rue de Jolivet, 63730 Les Martres-de-Veyre;04 73 39 23 25;;Billom;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
EHPAD Les Martres de Veyre : Résidence Jolivet (USA);70 Rue de Jolivet, 63730 Les Martres-de-Veyre;04 73 39 23 25;;Billom;0;1;0;0;1;1;1;1;1;1;1;1;1;1;8
